alert_id,transaction_id,alert_timestamp,alert_type,alert_score,investigation_status,confirmed_fraud_flag,investigator_id
9000726,1011036,2026-03-29 13:47:17,RISK_SCORE,81.86,CLOSED,N,INV0071
9000727,1011037,2026-03-02 10:25:29,VELOCITY,30.56,CLOSED,N,INV0052
9000728,1011071,2026-01-31 05:07:11,RISK_SCORE,23.14,CLOSED,N,INV0060
9000729,1011076,2026-07-07 17:52:44,DEVICE_MISMATCH,45.81,CLOSED,N,INV0100
9000730,1011087,2026-08-01 03:22:34,GEO_ANOMALY,38.09,OPEN,N,INV0003
9000731,1011096,2026-04-02 23:53:59,DEVICE_MISMATCH,63.73,CLOSED,N,INV0004
9000732,1011123,2026-06-17 01:02:12,DEVICE_MISMATCH,44.93,OPEN,Y,INV0074
9000733,1011137,2026-01-28 16:10:19,HIGH_VALUE,23.04,CLOSED,Y,INV0084
9000734,1011187,2026-04-04 03:51:27,HIGH_VALUE,2.38,CLOSED,N,INV0028
9000735,1011189,2026-06-09 18:47:41,VELOCITY,55.24,CLOSED,N,INV0090
9000736,1011191,2026-08-04 13:19:17,VELOCITY,28.59,CLOSED,Y,INV0015
9000737,1011196,2026-06-24 04:26:15,VELOCITY,37.08,OPEN,N,INV0018
9000738,1011213,2026-04-09 17:45:21,RISK_SCORE,72.75,CLOSED,N,INV0020
9000739,1011225,2026-05-28 02:59:38,VELOCITY,34.86,OPEN,N,INV0078
9000740,1011244,2026-05-02 17:09:46,DEVICE_MISMATCH,63.16,OPEN,Y,INV0092
9000741,1011268,2026-01-12 18:33:04,DEVICE_MISMATCH,44.37,CLOSED,Y,INV0034
9000742,1011281,2026-01-04 20:03:49,RISK_SCORE,50.04,CLOSED,N,INV0035
9000743,1011292,2026-04-06 13:09:24,VELOCITY,50.27,OPEN,Y,INV0085
9000744,1011330,2026-08-09 02:37:18,DEVICE_MISMATCH,47.66,CLOSED,N,INV0087
9000745,1011331,2026-06-29 13:40:13,DEVICE_MISMATCH,36.68,OPEN,Y,INV0080
9000746,1011387,2026-02-12 15:03:00,GEO_ANOMALY,58.91,ESCALATED,N,INV0021
9000747,1011392,2026-06-12 04:24:20,HIGH_VALUE,34.36,CLOSED,Y,INV0035
9000748,1011404,2026-04-19 10:49:37,VELOCITY,33.14,OPEN,N,INV0081
9000749,1011414,2026-08-11 04:39:42,VELOCITY,51.03,CLOSED,N,INV0026
9000750,1011445,2026-04-16 03:46:38,VELOCITY,34.04,CLOSED,Y,INV0006
9000751,1011446,2026-04-03 23:21:23,DEVICE_MISMATCH,37.03,CLOSED,N,INV0083
9000752,1011451,2026-08-03 22:16:47,GEO_ANOMALY,23.4,OPEN,N,INV0041
9000753,1011456,2026-03-11 04:37:19,GEO_ANOMALY,59.86,CLOSED,N,INV0034
9000754,1011484,2026-08-19 09:25:53,DEVICE_MISMATCH,19.21,CLOSED,N,INV0024
9000755,1011504,2026-03-30 11:52:56,DEVICE_MISMATCH,23.59,OPEN,N,INV0085
9000756,1011505,2026-07-30 05:26:13,RISK_SCORE,64.89,CLOSED,N,INV0095
9000757,1011522,2026-04-24 09:04:24,DEVICE_MISMATCH,59.85,ESCALATED,N,INV0014
9000758,1011555,2026-04-24 11:35:48,DEVICE_MISMATCH,51.9,CLOSED,Y,INV0081
9000759,1011560,2026-07-07 02:13:04,RISK_SCORE,33.87,OPEN,Y,INV0082
9000760,1011574,2026-08-08 07:22:32,RISK_SCORE,47.37,OPEN,N,INV0009
9000761,1011593,2026-01-20 22:42:59,HIGH_VALUE,33.98,CLOSED,N,INV0068
9000762,1011669,2026-03-05 17:49:24,GEO_ANOMALY,53.2,OPEN,N,INV0066
9000763,1011706,2026-05-15 05:09:42,DEVICE_MISMATCH,63.08,CLOSED,N,INV0044
9000764,1011717,2026-05-17 00:20:50,GEO_ANOMALY,2.46,ESCALATED,N,INV0064
9000765,1011725,2026-08-13 15:12:01,RISK_SCORE,38.5,ESCALATED,N,INV0084
9000766,1011728,2026-07-15 17:16:44,DEVICE_MISMATCH,51.8,OPEN,N,INV0019
9000767,1011730,2026-05-30 15:58:24,DEVICE_MISMATCH,37.12,CLOSED,N,INV0030
9000768,1011735,2026-08-19 13:00:28,RISK_SCORE,11.45,ESCALATED,N,INV0067
9000769,1011747,2026-02-08 02:40:19,RISK_SCORE,35.13,CLOSED,N,INV0035
9000770,1011748,2026-05-08 09:59:35,VELOCITY,27.64,OPEN,Y,INV0007
9000771,1011771,2026-03-12 17:33:14,VELOCITY,36.89,OPEN,N,INV0096
9000772,1011778,2026-04-22 21:41:00,RISK_SCORE,34.91,ESCALATED,N,INV0035
9000773,1011779,2026-07-19 20:58:35,HIGH_VALUE,66.81,CLOSED,N,INV0021
9000774,1011803,2026-08-04 19:14:20,HIGH_VALUE,85.98,CLOSED,N,INV0095
9000775,1011813,2026-08-28 08:57:49,VELOCITY,30.92,OPEN,Y,INV0100
9000776,1011817,2026-01-15 02:30:25,GEO_ANOMALY,50.61,CLOSED,Y,INV0025
9000777,1011822,2026-08-18 17:01:49,HIGH_VALUE,57.56,CLOSED,N,INV0015
9000778,1011826,2026-01-26 17:08:25,DEVICE_MISMATCH,54.54,OPEN,N,INV0082
9000779,1011844,2026-05-04 02:09:30,VELOCITY,47.65,CLOSED,N,INV0041
9000780,1011864,2026-05-03 19:42:28,DEVICE_MISMATCH,36.36,OPEN,N,INV0068
9000781,1011923,2026-03-17 13:20:58,HIGH_VALUE,27.63,CLOSED,N,INV0076
9000782,1011929,2026-04-29 21:34:45,RISK_SCORE,44.68,CLOSED,N,INV0034
9000783,1011965,2026-01-04 23:07:04,RISK_SCORE,87.53,CLOSED,Y,INV0066
9000784,1011971,2026-03-05 22:56:08,VELOCITY,57.87,OPEN,Y,INV0071
9000785,1011988,2026-08-10 16:25:50,VELOCITY,28.2,OPEN,N,INV0074
9000786,1011992,2026-06-29 03:09:32,VELOCITY,58.83,CLOSED,N,INV0048
9000787,1012007,2026-03-09 09:24:28,DEVICE_MISMATCH,8.65,OPEN,N,INV0081
9000788,1012036,2026-01-31 09:41:58,DEVICE_MISMATCH,26.06,ESCALATED,N,INV0046
9000789,1012052,2026-07-01 05:51:16,VELOCITY,33.6,OPEN,N,INV0010
9000790,1012054,2026-04-28 15:46:05,DEVICE_MISMATCH,33.07,CLOSED,N,INV0085
9000791,1012057,2026-05-18 10:07:42,HIGH_VALUE,21.33,CLOSED,N,INV0033
9000792,1012080,2026-06-19 22:01:05,VELOCITY,45.79,CLOSED,N,INV0088
9000793,1012083,2026-06-12 13:16:28,HIGH_VALUE,49.43,CLOSED,Y,INV0045
9000794,1012117,2026-06-22 23:17:41,HIGH_VALUE,59.3,CLOSED,N,INV0068
9000795,1012120,2026-07-13 06:57:14,HIGH_VALUE,34.48,OPEN,N,INV0032
9000796,1012131,2026-05-23 11:57:41,HIGH_VALUE,64.61,OPEN,N,INV0019
9000797,1012146,2026-06-02 15:35:40,DEVICE_MISMATCH,40.57,OPEN,N,INV0034
9000798,1012151,2026-03-07 06:18:17,HIGH_VALUE,23.44,OPEN,N,INV0059
9000799,1012166,2026-02-07 13:20:03,VELOCITY,41.74,OPEN,N,INV0089
9000800,1012194,2026-04-18 07:01:04,VELOCITY,100.0,CLOSED,N,INV0071
9000801,1012221,2026-08-12 14:39:40,HIGH_VALUE,72.7,CLOSED,N,INV0082
9000802,1012225,2026-08-14 12:19:52,DEVICE_MISMATCH,42.76,CLOSED,N,INV0096
9000803,1012229,2026-02-16 15:07:57,RISK_SCORE,44.8,OPEN,Y,INV0031
9000804,1012245,2026-02-15 22:31:14,VELOCITY,8.04,OPEN,N,INV0096
9000805,1012249,2026-07-24 07:33:57,GEO_ANOMALY,62.14,OPEN,N,INV0066
9000806,1012267,2026-08-04 01:52:29,GEO_ANOMALY,44.3,ESCALATED,Y,INV0079
9000807,1012283,2026-01-07 16:24:47,RISK_SCORE,39.03,OPEN,N,INV0078
9000808,1012305,2026-01-13 11:56:14,DEVICE_MISMATCH,46.82,ESCALATED,N,INV0060
9000809,1012325,2026-02-22 21:07:13,HIGH_VALUE,60.31,CLOSED,N,INV0076
9000810,1012358,2026-01-12 12:07:05,GEO_ANOMALY,75.53,ESCALATED,N,INV0057
9000811,1012377,2026-03-31 22:14:45,GEO_ANOMALY,60.16,CLOSED,N,INV0050
9000812,1012384,2026-02-01 06:18:38,RISK_SCORE,49.09,OPEN,N,INV0079
9000813,1012412,2026-02-17 11:42:55,GEO_ANOMALY,73.63,ESCALATED,N,INV0013
9000814,1012420,2026-04-05 22:00:32,GEO_ANOMALY,9.18,ESCALATED,Y,INV0063
9000815,1012456,2026-05-22 00:41:57,RISK_SCORE,38.21,CLOSED,N,INV0100
9000816,1012476,2026-04-08 13:29:08,DEVICE_MISMATCH,47.09,OPEN,N,INV0034
9000817,1012478,2026-06-05 20:05:39,HIGH_VALUE,15.18,ESCALATED,N,INV0036
9000818,1012482,2026-06-07 18:04:27,DEVICE_MISMATCH,43.83,CLOSED,Y,INV0046
9000819,1012485,2026-02-11 16:25:01,RISK_SCORE,22.47,CLOSED,N,INV0046
9000820,1012500,2026-01-23 15:06:23,HIGH_VALUE,46.51,CLOSED,Y,INV0069
9000821,1012506,2026-07-13 18:11:34,GEO_ANOMALY,26.8,OPEN,N,INV0057
9000822,1012511,2026-06-27 21:55:10,DEVICE_MISMATCH,71.47,CLOSED,N,INV0004
9000823,1012521,2026-05-17 15:17:05,GEO_ANOMALY,24.43,CLOSED,N,INV0005
9000824,1012562,2026-05-19 23:53:26,HIGH_VALUE,69.18,CLOSED,N,INV0011
9000825,1012563,2026-08-13 09:57:16,GEO_ANOMALY,20.93,CLOSED,N,INV0046
9000826,1012576,2026-02-07 15:53:45,DEVICE_MISMATCH,29.7,CLOSED,N,INV0012
9000827,1012578,2026-06-19 21:10:46,RISK_SCORE,49.42,OPEN,N,INV0015
9000828,1012580,2026-05-18 10:20:12,DEVICE_MISMATCH,7.37,OPEN,N,INV0074
9000829,1012597,2026-04-10 23:22:54,GEO_ANOMALY,34.22,CLOSED,N,INV0091
9000830,1012621,2026-05-18 08:15:09,RISK_SCORE,27.3,OPEN,N,INV0033
9000831,1012622,2026-01-12 13:09:06,GEO_ANOMALY,21.15,CLOSED,N,INV0045
9000832,1012624,2026-05-17 10:13:17,GEO_ANOMALY,6.9,CLOSED,N,INV0071
9000833,1012628,2026-01-03 23:20:20,HIGH_VALUE,35.07,OPEN,N,INV0071
9000834,1012635,2026-03-15 02:00:30,HIGH_VALUE,64.82,OPEN,N,INV0004
9000835,1012637,2026-01-22 22:37:30,HIGH_VALUE,49.87,OPEN,N,INV0001
9000836,1012641,2026-06-07 05:29:52,DEVICE_MISMATCH,13.56,OPEN,Y,INV0035
9000837,1012644,2026-08-24 11:11:14,VELOCITY,33.03,CLOSED,N,INV0051
9000838,1012649,2026-02-14 13:01:47,HIGH_VALUE,34.33,CLOSED,N,INV0013
9000839,1012656,2026-05-23 09:41:03,RISK_SCORE,65.65,OPEN,N,INV0037
9000840,1012663,2026-01-22 07:19:05,DEVICE_MISMATCH,68.78,CLOSED,N,INV0081
9000841,1012667,2026-07-02 15:22:20,HIGH_VALUE,35.91,OPEN,N,INV0060
9000842,1012683,2026-06-13 13:02:10,GEO_ANOMALY,37.19,CLOSED,N,INV0018
9000843,1012690,2026-07-05 00:29:45,DEVICE_MISMATCH,15.74,CLOSED,N,INV0053
9000844,1012706,2026-08-09 11:44:02,DEVICE_MISMATCH,35.34,CLOSED,Y,INV0054
9000845,1012707,2026-02-26 18:12:44,GEO_ANOMALY,75.37,OPEN,Y,INV0028
9000846,1012710,2026-06-24 01:04:46,HIGH_VALUE,49.7,CLOSED,N,INV0007
9000847,1012718,2026-04-11 03:28:59,HIGH_VALUE,39.43,OPEN,Y,INV0085
9000848,1012719,2026-01-07 09:33:12,VELOCITY,44.25,CLOSED,Y,INV0025
9000849,1012725,2026-02-17 21:26:38,HIGH_VALUE,33.9,CLOSED,N,INV0005
9000850,1012728,2026-02-17 11:50:12,RISK_SCORE,52.15,CLOSED,N,INV0060
9000851,1012743,2026-08-08 01:55:58,RISK_SCORE,36.14,OPEN,N,INV0054
9000852,1012749,2026-04-27 18:43:22,RISK_SCORE,56.81,OPEN,Y,INV0048
9000853,1012754,2026-08-13 16:07:28,GEO_ANOMALY,26.93,CLOSED,N,INV0056
9000854,1012766,2026-08-03 14:17:57,HIGH_VALUE,61.31,OPEN,N,INV0093
9000855,1012785,2026-08-18 10:53:39,GEO_ANOMALY,71.08,OPEN,N,INV0064
9000856,1012789,2026-04-13 19:37:57,HIGH_VALUE,47.79,OPEN,N,INV0066
9000857,1012794,2026-04-05 08:12:44,VELOCITY,58.09,CLOSED,Y,INV0032
9000858,1012817,2026-04-23 04:29:31,GEO_ANOMALY,72.58,ESCALATED,N,INV0022
9000859,1012872,2026-06-13 01:43:29,VELOCITY,41.04,CLOSED,N,INV0084
9000860,1012877,2026-02-25 21:13:24,GEO_ANOMALY,71.4,OPEN,N,INV0031
9000861,1012882,2026-06-22 15:12:49,RISK_SCORE,41.94,OPEN,N,INV0084
9000862,1012898,2026-07-20 07:45:45,RISK_SCORE,21.34,OPEN,N,INV0008
9000863,1012901,2026-02-14 01:35:33,VELOCITY,27.74,CLOSED,N,INV0043
9000864,1012925,2026-03-27 02:14:15,VELOCITY,9.74,CLOSED,N,INV0057
9000865,1012941,2026-08-26 20:26:56,HIGH_VALUE,72.27,CLOSED,N,INV0059
9000866,1012958,2026-03-16 07:24:22,VELOCITY,59.84,OPEN,N,INV0004
9000867,1012969,2026-02-24 03:24:55,GEO_ANOMALY,55.94,CLOSED,N,INV0024
9000868,1012975,2026-07-04 12:02:45,VELOCITY,62.06,CLOSED,N,INV0089
9000869,1012999,2026-05-24 04:09:28,VELOCITY,61.15,OPEN,N,INV0080
9000870,1013002,2026-07-26 23:50:44,RISK_SCORE,37.97,OPEN,N,INV0050
9000871,1013005,2026-05-31 00:47:58,GEO_ANOMALY,31.44,CLOSED,N,INV0085
9000872,1013015,2026-02-02 10:45:15,HIGH_VALUE,67.41,OPEN,N,INV0077
9000873,1013016,2026-07-21 08:52:15,GEO_ANOMALY,59.72,CLOSED,Y,INV0098
9000874,1013040,2026-06-20 21:28:07,RISK_SCORE,8.29,CLOSED,N,INV0050
9000875,1013052,2026-02-03 16:34:18,HIGH_VALUE,3.14,CLOSED,Y,INV0073
9000876,1013053,2026-07-21 04:21:00,DEVICE_MISMATCH,39.94,ESCALATED,N,INV0077
9000877,1013061,2026-01-14 23:17:01,RISK_SCORE,55.67,OPEN,N,INV0029
9000878,1013062,2026-04-03 03:21:22,VELOCITY,27.12,CLOSED,Y,INV0035
9000879,1013074,2026-07-18 11:56:01,RISK_SCORE,87.51,OPEN,N,INV0010
9000880,1013089,2026-01-10 00:54:13,VELOCITY,0.61,OPEN,N,INV0052
9000881,1013104,2026-08-11 19:18:40,HIGH_VALUE,50.37,CLOSED,N,INV0092
9000882,1013106,2026-07-15 15:24:27,GEO_ANOMALY,47.45,CLOSED,N,INV0023
9000883,1013107,2026-03-24 16:27:01,RISK_SCORE,69.0,ESCALATED,N,INV0025
9000884,1013155,2026-01-06 05:26:56,GEO_ANOMALY,37.79,ESCALATED,N,INV0098
9000885,1013169,2026-06-26 19:35:40,VELOCITY,34.59,OPEN,N,INV0021
9000886,1013170,2026-08-10 16:13:26,VELOCITY,51.56,CLOSED,N,INV0082
9000887,1013188,2026-04-19 08:35:04,VELOCITY,74.39,CLOSED,N,INV0087
9000888,1013212,2026-08-01 09:17:09,VELOCITY,42.07,OPEN,N,INV0034
9000889,1013213,2026-05-09 10:39:25,RISK_SCORE,44.4,CLOSED,N,INV0015
9000890,1013242,2026-06-11 17:26:54,RISK_SCORE,32.11,CLOSED,N,INV0041
9000891,1013254,2026-06-23 12:58:02,HIGH_VALUE,17.05,CLOSED,N,INV0039
9000892,1013304,2026-02-07 02:45:01,DEVICE_MISMATCH,47.09,CLOSED,N,INV0001
9000893,1013314,2026-07-20 00:30:43,HIGH_VALUE,78.23,OPEN,Y,INV0098
9000894,1013317,2026-03-25 01:23:32,RISK_SCORE,66.33,OPEN,Y,INV0048
9000895,1013332,2026-04-13 13:17:50,VELOCITY,16.51,CLOSED,Y,INV0051
9000896,1013363,2026-02-04 03:30:33,VELOCITY,33.91,OPEN,N,INV0043
9000897,1013412,2026-01-26 10:12:29,VELOCITY,58.26,CLOSED,Y,INV0006
9000898,1013445,2026-06-30 12:08:43,DEVICE_MISMATCH,33.26,CLOSED,Y,INV0085
9000899,1013498,2026-04-03 05:10:12,GEO_ANOMALY,58.14,CLOSED,Y,INV0049
9000900,1013501,2026-02-10 20:00:57,VELOCITY,61.64,CLOSED,N,INV0082
9000901,1013567,2026-06-15 06:28:21,HIGH_VALUE,79.51,OPEN,N,INV0070
9000902,1013581,2026-04-03 08:16:41,RISK_SCORE,31.7,ESCALATED,Y,INV0036
9000903,1013596,2026-01-13 21:23:56,VELOCITY,76.65,CLOSED,Y,INV0019
9000904,1013620,2026-06-22 19:09:14,VELOCITY,9.26,CLOSED,Y,INV0067
9000905,1013633,2026-04-20 12:30:31,VELOCITY,57.58,CLOSED,N,INV0067
9000906,1013636,2026-07-06 10:31:00,GEO_ANOMALY,42.01,OPEN,Y,INV0079
9000907,1013648,2026-04-27 07:44:53,VELOCITY,59.38,CLOSED,Y,INV0038
9000908,1013656,2026-04-03 22:41:08,GEO_ANOMALY,70.67,CLOSED,Y,INV0006
9000909,1013662,2026-01-05 20:34:27,HIGH_VALUE,33.07,CLOSED,N,INV0092
9000910,1013674,2026-01-16 20:00:54,HIGH_VALUE,50.68,CLOSED,Y,INV0020
9000911,1013689,2026-02-02 18:27:56,GEO_ANOMALY,43.24,CLOSED,Y,INV0048
9000912,1013711,2026-01-18 22:44:39,GEO_ANOMALY,42.98,ESCALATED,Y,INV0044
9000913,1013736,2026-02-02 18:49:20,GEO_ANOMALY,47.07,CLOSED,N,INV0019
9000914,1013743,2026-02-18 22:11:26,DEVICE_MISMATCH,48.87,CLOSED,N,INV0062
9000915,1013776,2026-08-05 14:31:57,HIGH_VALUE,56.04,ESCALATED,Y,INV0099
9000916,1013790,2026-08-23 07:08:37,VELOCITY,12.02,OPEN,Y,INV0026
9000917,1013798,2026-04-17 20:57:45,HIGH_VALUE,66.3,OPEN,N,INV0087
9000918,1013818,2026-02-09 17:41:55,RISK_SCORE,77.92,CLOSED,N,INV0039
9000919,1013823,2026-02-24 23:10:41,GEO_ANOMALY,5.58,CLOSED,N,INV0011
9000920,1013831,2026-06-22 22:20:12,DEVICE_MISMATCH,58.41,CLOSED,Y,INV0029
9000921,1013865,2026-07-21 18:59:37,RISK_SCORE,36.22,OPEN,Y,INV0057
9000922,1013867,2026-06-30 04:48:12,DEVICE_MISMATCH,68.05,OPEN,N,INV0042
9000923,1013897,2026-06-02 20:51:53,GEO_ANOMALY,23.73,OPEN,N,INV0076
9000924,1013899,2026-03-25 20:26:10,GEO_ANOMALY,55.89,CLOSED,N,INV0063
9000925,1013921,2026-08-27 01:18:23,HIGH_VALUE,71.28,OPEN,Y,INV0051
9000926,1013931,2026-03-28 19:31:58,GEO_ANOMALY,75.55,CLOSED,Y,INV0084
9000927,1013952,2026-08-17 19:34:42,RISK_SCORE,54.94,OPEN,N,INV0053
9000928,1013958,2026-01-29 19:22:50,VELOCITY,35.35,ESCALATED,N,INV0034
9000929,1013977,2026-01-21 11:24:23,VELOCITY,27.0,CLOSED,N,INV0061
9000930,1013981,2026-08-25 11:08:54,RISK_SCORE,53.96,CLOSED,N,INV0014
9000931,1013986,2026-03-27 05:20:29,DEVICE_MISMATCH,49.03,OPEN,Y,INV0015
9000932,1013988,2026-04-25 20:20:24,VELOCITY,28.28,ESCALATED,Y,INV0007
9000933,1013995,2026-07-21 14:02:37,VELOCITY,38.72,ESCALATED,N,INV0011
9000934,1014000,2026-08-02 11:24:35,VELOCITY,41.26,ESCALATED,N,INV0077
9000935,1014004,2026-02-07 09:55:04,GEO_ANOMALY,26.92,CLOSED,N,INV0060
9000936,1014007,2026-04-19 07:59:16,VELOCITY,41.99,CLOSED,N,INV0071
9000937,1014021,2026-02-11 14:56:45,DEVICE_MISMATCH,54.5,CLOSED,Y,INV0079
9000938,1014040,2026-06-25 02:04:37,GEO_ANOMALY,28.62,OPEN,N,INV0035
9000939,1014123,2026-07-27 14:55:32,DEVICE_MISMATCH,29.18,OPEN,N,INV0078
9000940,1014151,2026-03-12 10:58:35,GEO_ANOMALY,32.87,OPEN,N,INV0084
9000941,1014207,2026-08-24 03:39:13,RISK_SCORE,42.83,CLOSED,N,INV0021
9000942,1014213,2026-05-10 00:13:36,HIGH_VALUE,69.41,ESCALATED,N,INV0015
9000943,1014238,2026-08-21 08:59:56,RISK_SCORE,52.05,CLOSED,N,INV0012
9000944,1014293,2026-07-08 06:14:01,DEVICE_MISMATCH,70.7,CLOSED,N,INV0029
9000945,1014299,2026-02-08 09:25:09,GEO_ANOMALY,24.32,CLOSED,N,INV0068
9000946,1014310,2026-06-26 08:27:22,HIGH_VALUE,77.49,CLOSED,Y,INV0069
9000947,1014316,2026-05-10 21:07:22,VELOCITY,40.83,CLOSED,N,INV0052
9000948,1014349,2026-06-12 23:04:02,VELOCITY,43.34,CLOSED,N,INV0053
9000949,1014354,2026-04-07 23:54:13,HIGH_VALUE,45.96,OPEN,N,INV0002
9000950,1014362,2026-03-03 03:51:57,VELOCITY,49.17,CLOSED,N,INV0038
9000951,1014379,2026-01-19 16:40:35,RISK_SCORE,37.27,OPEN,N,INV0003
9000952,1014397,2026-02-25 13:40:14,RISK_SCORE,71.65,CLOSED,N,INV0053
9000953,1014399,2026-01-28 14:58:34,VELOCITY,38.4,OPEN,Y,INV0092
9000954,1014409,2026-03-30 04:39:17,RISK_SCORE,41.55,OPEN,N,INV0052
9000955,1014418,2026-04-17 06:41:42,VELOCITY,39.95,CLOSED,N,INV0045
9000956,1014420,2026-02-14 05:47:47,RISK_SCORE,48.72,OPEN,N,INV0017
9000957,1014479,2026-02-09 04:37:22,GEO_ANOMALY,48.12,CLOSED,N,INV0035
9000958,1014485,2026-03-09 04:48:08,RISK_SCORE,52.86,CLOSED,N,INV0008
9000959,1014516,2026-05-26 22:23:02,HIGH_VALUE,66.08,CLOSED,Y,INV0079
9000960,1014517,2026-03-19 21:01:23,GEO_ANOMALY,49.23,CLOSED,N,INV0022
9000961,1014550,2026-03-10 16:11:17,VELOCITY,79.53,CLOSED,Y,INV0031
9000962,1014560,2026-05-03 10:02:59,VELOCITY,0.0,CLOSED,N,INV0041
9000963,1014575,2026-01-20 23:40:19,VELOCITY,46.17,CLOSED,N,INV0032
9000964,1014583,2026-05-31 21:18:41,VELOCITY,24.21,CLOSED,N,INV0058
9000965,1014587,2026-06-04 11:46:38,VELOCITY,62.26,OPEN,N,INV0021
9000966,1014588,2026-06-15 21:46:34,RISK_SCORE,59.39,CLOSED,Y,INV0025
9000967,1014599,2026-06-20 16:56:21,RISK_SCORE,55.77,CLOSED,N,INV0044
9000968,1014606,2026-03-03 17:39:36,RISK_SCORE,17.22,CLOSED,N,INV0054
9000969,1014636,2026-03-07 18:35:24,HIGH_VALUE,42.11,OPEN,Y,INV0019
9000970,1014650,2026-04-15 19:52:17,DEVICE_MISMATCH,65.71,OPEN,Y,INV0008
9000971,1014651,2026-05-13 23:02:10,GEO_ANOMALY,52.67,OPEN,N,INV0096
9000972,1014659,2026-05-21 14:35:18,DEVICE_MISMATCH,21.9,OPEN,Y,INV0083
9000973,1014673,2026-06-21 21:49:25,GEO_ANOMALY,43.0,OPEN,N,INV0052
9000974,1014685,2026-05-12 20:29:23,GEO_ANOMALY,18.85,OPEN,N,INV0095
9000975,1014689,2026-02-18 07:41:01,DEVICE_MISMATCH,71.05,OPEN,N,INV0100
9000976,1014704,2026-08-09 17:24:09,VELOCITY,51.78,OPEN,N,INV0006
9000977,1014710,2026-06-07 16:17:25,RISK_SCORE,31.23,CLOSED,N,INV0010
9000978,1014718,2026-08-12 16:30:49,GEO_ANOMALY,74.48,ESCALATED,Y,INV0036
9000979,1014720,2026-05-16 13:00:34,VELOCITY,41.89,CLOSED,Y,INV0054
9000980,1014730,2026-01-25 02:57:52,VELOCITY,70.52,CLOSED,Y,INV0092
9000981,1014742,2026-08-22 23:55:26,RISK_SCORE,61.35,CLOSED,Y,INV0026
9000982,1014743,2026-06-14 11:14:04,RISK_SCORE,44.39,CLOSED,N,INV0094
9000983,1014776,2026-06-10 00:35:21,HIGH_VALUE,45.12,CLOSED,Y,INV0064
9000984,1014802,2026-07-30 08:25:43,HIGH_VALUE,32.35,OPEN,Y,INV0096
9000985,1014804,2026-07-25 12:15:14,DEVICE_MISMATCH,48.45,CLOSED,N,INV0017
9000986,1014811,2026-03-12 17:17:57,RISK_SCORE,16.29,OPEN,N,INV0042
9000987,1014813,2026-05-17 21:45:45,DEVICE_MISMATCH,11.28,CLOSED,N,INV0085
9000988,1014837,2026-08-15 19:50:12,VELOCITY,45.34,OPEN,Y,INV0079
9000989,1014882,2026-06-14 05:57:36,GEO_ANOMALY,49.81,ESCALATED,Y,INV0088
9000990,1014887,2026-05-31 06:13:33,VELOCITY,53.04,OPEN,N,INV0041
9000991,1014924,2026-03-16 08:43:11,RISK_SCORE,33.31,CLOSED,Y,INV0047
9000992,1014939,2026-07-16 20:42:09,VELOCITY,51.86,CLOSED,N,INV0015
9000993,1014985,2026-01-12 19:24:58,HIGH_VALUE,44.18,OPEN,N,INV0006
9000994,1015045,2026-04-19 21:23:20,VELOCITY,65.14,OPEN,N,INV0026
9000995,1015059,2026-01-15 23:22:43,VELOCITY,39.14,ESCALATED,N,INV0063
9000996,1015060,2026-08-11 05:59:23,GEO_ANOMALY,47.88,OPEN,Y,INV0048
9000997,1015071,2026-01-24 10:44:10,HIGH_VALUE,45.23,CLOSED,N,INV0094
9000998,1015080,2026-01-01 16:15:08,HIGH_VALUE,43.81,ESCALATED,N,INV0078
9000999,1015092,2026-08-24 15:25:34,VELOCITY,57.12,CLOSED,N,INV0072
9001000,1015100,2026-01-05 02:32:21,VELOCITY,63.07,CLOSED,N,INV0068
9001001,1015122,2026-02-03 15:17:31,DEVICE_MISMATCH,40.41,CLOSED,Y,INV0079
9001002,1015132,2026-05-22 08:33:28,RISK_SCORE,0.0,OPEN,N,INV0083
9001003,1015135,2026-05-08 05:13:54,RISK_SCORE,44.28,CLOSED,N,INV0012
9001004,1015156,2026-04-26 09:51:10,GEO_ANOMALY,52.51,CLOSED,N,INV0075
9001005,1015168,2026-04-28 01:24:13,DEVICE_MISMATCH,56.7,ESCALATED,Y,INV0030
9001006,1015205,2026-01-02 07:35:27,HIGH_VALUE,47.73,OPEN,N,INV0076
9001007,1015222,2026-05-02 08:42:08,VELOCITY,63.79,CLOSED,N,INV0053
9001008,1015226,2026-02-17 03:35:50,VELOCITY,69.86,ESCALATED,Y,INV0019
9001009,1015236,2026-01-18 03:11:45,RISK_SCORE,24.28,CLOSED,N,INV0001
9001010,1015238,2026-07-28 20:49:40,RISK_SCORE,40.86,CLOSED,N,INV0017
9001011,1015275,2026-08-02 05:34:40,RISK_SCORE,78.31,CLOSED,N,INV0042
9001012,1015327,2026-07-09 12:48:21,GEO_ANOMALY,21.55,OPEN,N,INV0027
9001013,1015331,2026-06-07 06:01:13,VELOCITY,37.1,CLOSED,Y,INV0013
9001014,1015337,2026-01-26 02:14:50,VELOCITY,43.34,OPEN,Y,INV0018
9001015,1015348,2026-04-13 23:49:15,HIGH_VALUE,31.23,CLOSED,N,INV0095
9001016,1015355,2026-03-02 12:11:58,VELOCITY,30.7,ESCALATED,N,INV0073
9001017,1015368,2026-03-18 04:33:42,RISK_SCORE,44.7,ESCALATED,N,INV0054
