transaction_id,account_id,merchant_id,branch_id,transaction_date,amount,currency,channel,payment_type,status,failure_reason,processing_time_sec,device_id,ip_risk_score,transaction_risk_score,feature_version
1006365,505254,M0361,B007,2026-01-22 07:13:11,13172.74,INR,UPI,P2P,SUCCESS,,4.34,D0002685,40.32,44.36,NEW
1006366,502450,M0315,B012,2026-01-27 06:27:17,1350.87,INR,CARD,P2P,SUCCESS,,6.64,D0008812,58.81,46.4,OLD
1006367,505308,M0149,B016,2026-03-16 05:10:57,1323.93,INR,NETBANKING,P2M,SUCCESS,,7.76,D0013355,45.01,0.2,NEW
1006368,512703,M0148,B016,2026-03-07 02:13:48,1371.85,INR,UPI,P2M,SUCCESS,,5.77,D0012245,8.16,44.41,NEW
1006369,511390,M0120,B011,2026-02-04 07:34:37,5236.76,INR,UPI,BILLPAY,SUCCESS,,6.48,D0002835,63.93,37.17,OLD
1006370,508507,M0049,B006,2026-05-29 15:56:36,1089.08,INR,CARD,P2P,PENDING,,7.63,D0007131,71.9,45.26,NEW
1006371,513508,M0058,B001,2026-02-10 01:52:26,3019.23,INR,CARD,P2P,SUCCESS,,4.98,D0013911,20.77,41.5,OLD
1006372,512828,M0176,B003,2026-06-29 15:25:22,2585.94,INR,CARD,BILLPAY,SUCCESS,,5.42,D0001643,10.56,55.92,OLD
1006373,505294,M0107,B012,2026-08-28 02:01:54,4943.11,INR,UPI,P2M,SUCCESS,,4.18,D0001143,48.34,44.44,OLD
1006374,514063,M0207,B003,2026-02-27 19:04:32,1814.82,INR,CARD,P2M,SUCCESS,,4.72,D0003347,33.67,47.52,OLD
1006375,511405,M0357,B018,2026-06-13 14:51:55,1530.86,INR,CARD,P2M,SUCCESS,,5.22,D0004961,57.7,18.68,OLD
1006376,509450,M0388,B020,2026-03-02 17:34:57,1682.96,INR,CARD,P2P,SUCCESS,,4.27,D0000326,22.22,29.09,NEW
1006377,506932,M0306,B017,2026-08-22 12:45:33,9700.61,INR,UPI,P2P,SUCCESS,,4.11,D0014003,11.08,42.36,OLD
1006378,500878,M0231,B013,2026-06-22 01:51:55,1467.3,INR,NETBANKING,P2P,SUCCESS,,7.2,D0000378,49.5,38.17,NEW
1006379,510299,M0199,B003,2026-05-25 08:01:10,3227.48,INR,CARD,P2P,SUCCESS,,6.36,D0000070,13.44,49.19,NEW
1006380,502202,M0198,B001,2026-04-27 17:57:39,1960.78,INR,NETBANKING,P2M,SUCCESS,,5.58,D0000558,23.43,45.93,NEW
1006381,513476,M0463,B020,2026-05-19 00:01:34,2100.91,INR,NETBANKING,P2M,SUCCESS,,6.32,D0001398,29.85,43.02,OLD
1006382,511823,M0252,B013,2026-03-23 01:59:45,1698.35,INR,CARD,P2M,SUCCESS,,4.19,D0008402,65.13,10.31,NEW
1006383,514889,M0375,B012,2026-02-15 10:20:32,9599.82,INR,CARD,P2M,SUCCESS,,5.76,D0011924,22.83,29.71,NEW
1006384,511955,M0230,B016,2026-04-20 15:31:59,944.5,INR,CARD,P2M,SUCCESS,,4.95,D0011704,35.83,20.8,NEW
1006385,508214,M0480,B017,2026-06-22 00:53:00,6570.57,INR,CARD,P2M,SUCCESS,,6.28,D0009268,0.0,52.86,NEW
1006386,503321,M0430,B012,2026-01-19 08:05:47,2625.2,INR,UPI,P2M,SUCCESS,,4.48,D0010138,49.07,26.17,NEW
1006387,514604,M0219,B014,2026-01-28 05:33:04,484.47,INR,NETBANKING,P2M,SUCCESS,,7.31,D0003740,63.35,11.41,OLD
1006388,510203,M0193,B015,2026-05-16 22:20:13,2238.53,INR,CARD,P2M,SUCCESS,,5.72,D0004057,22.28,46.28,NEW
1006389,504723,M0156,B006,2026-06-18 22:00:46,3188.48,INR,CARD,BILLPAY,SUCCESS,,5.74,D0008895,25.46,66.01,NEW
1006390,511085,M0100,B007,2026-02-21 05:04:11,3965.32,INR,CARD,BILLPAY,SUCCESS,,4.81,D0012416,30.01,38.37,OLD
1006391,504937,M0048,B007,2026-04-18 02:26:58,3149.55,INR,UPI,BILLPAY,SUCCESS,,6.56,D0012311,10.87,44.18,NEW
1006392,501615,M0134,B012,2026-02-24 11:21:33,445.52,INR,UPI,P2M,SUCCESS,,4.66,D0006918,0.0,32.33,OLD
1006393,513488,M0291,B005,2026-07-06 00:26:33,841.55,INR,CARD,BILLPAY,SUCCESS,,6.69,D0002877,11.2,41.17,NEW
1006394,500182,M0363,B005,2026-06-22 08:57:11,2836.45,INR,CARD,P2P,SUCCESS,,4.76,D0004001,68.64,56.03,NEW
1006395,505477,M0066,B020,2026-01-09 02:11:44,2074.96,INR,UPI,P2M,SUCCESS,,7.25,D0001005,5.11,77.75,OLD
1006396,501331,M0364,B016,2026-02-07 22:03:16,2253.41,INR,CARD,P2P,SUCCESS,,3.84,D0006021,0.0,16.66,OLD
1006397,502691,M0224,B019,2026-04-10 16:40:55,837.99,INR,WALLET,P2P,SUCCESS,,3.02,D0014311,21.06,33.31,OLD
1006398,509462,M0073,B016,2026-01-07 10:50:08,5387.86,INR,UPI,P2M,SUCCESS,,3.81,D0004511,20.11,10.95,OLD
1006399,503354,M0153,B008,2026-08-06 16:29:07,1951.1,INR,CARD,P2P,SUCCESS,,4.72,D0002683,36.02,28.52,OLD
1006400,504551,M0408,B001,2026-05-17 05:59:16,125.04,INR,WALLET,P2M,SUCCESS,,7.12,D0011645,2.08,38.78,NEW
1006401,501303,M0403,B017,2026-02-13 21:07:25,9272.26,INR,UPI,P2P,SUCCESS,,5.84,D0014082,65.77,34.99,NEW
1006402,509219,M0159,B012,2026-02-25 23:30:01,3596.61,INR,NETBANKING,P2P,SUCCESS,,4.86,D0002535,37.36,16.96,OLD
1006403,507641,M0149,B014,2026-07-25 16:53:16,8036.77,INR,UPI,P2M,SUCCESS,,4.09,D0007430,28.97,52.85,NEW
1006404,508410,M0309,B011,2026-05-26 23:15:21,1393.95,INR,UPI,P2M,SUCCESS,,3.25,D0013114,14.92,26.5,OLD
1006405,506910,M0296,B018,2026-06-13 06:19:10,1740.05,INR,NETBANKING,P2M,SUCCESS,,6.95,D0004210,26.75,48.78,OLD
1006406,505796,M0247,B005,2026-01-08 22:15:45,1414.22,INR,CARD,P2M,SUCCESS,,5.87,D0010962,26.69,28.54,OLD
1006407,512872,M0102,B010,2026-08-20 21:11:16,7153.17,INR,UPI,P2M,SUCCESS,,4.72,D0012002,48.01,48.62,NEW
1006408,512899,M0390,B018,2026-06-07 19:14:30,1919.72,INR,UPI,P2P,SUCCESS,,5.77,D0000396,19.8,46.33,OLD
1006409,507821,M0314,B009,2026-08-13 18:00:21,5782.57,INR,CARD,P2M,SUCCESS,,4.89,D0008483,48.63,48.17,OLD
1006410,505965,M0242,B020,2026-08-17 18:34:43,2190.42,INR,CARD,P2P,SUCCESS,,4.1,D0008039,12.43,16.52,OLD
1006411,503574,M0497,B005,2026-01-02 21:08:51,2789.03,INR,CARD,P2P,SUCCESS,,4.78,D0000908,45.82,9.8,OLD
1006412,505193,M0316,B012,2026-03-21 07:00:59,1809.48,INR,UPI,BILLPAY,SUCCESS,,4.93,D0009085,23.07,29.3,OLD
1006413,511864,M0492,B020,2026-02-06 01:55:24,8943.43,INR,UPI,P2P,SUCCESS,,4.31,D0009284,38.51,17.25,NEW
1006414,502157,M0080,B018,2026-05-22 21:35:38,2692.32,INR,UPI,P2P,SUCCESS,,6.6,D0009825,67.77,57.09,NEW
1006415,508293,M0379,B011,2026-03-20 05:19:17,664.45,INR,CARD,BILLPAY,SUCCESS,,5.94,D0012294,62.86,23.3,NEW
1006416,510892,M0374,B020,2026-06-26 22:03:46,4543.53,INR,NETBANKING,P2M,SUCCESS,,6.85,D0006470,22.19,47.35,NEW
1006417,507256,M0232,B019,2026-04-29 06:27:58,793.15,INR,CARD,BILLPAY,SUCCESS,,6.1,D0001377,42.43,37.05,OLD
1006418,505659,M0423,B012,2026-05-18 20:38:59,461.76,INR,UPI,P2P,SUCCESS,,4.46,D0002134,14.43,64.95,OLD
1006419,508701,M0443,B012,2026-01-26 02:33:04,2426.9,INR,UPI,P2P,SUCCESS,,6.44,D0007598,19.15,31.99,NEW
1006420,513454,M0213,B018,2026-08-28 04:15:10,2723.98,INR,CARD,P2M,SUCCESS,,8.6,D0012965,26.93,65.44,NEW
1006421,510949,M0365,B003,2026-07-01 01:16:56,966.29,INR,UPI,BILLPAY,SUCCESS,,3.37,D0014366,33.0,40.5,OLD
1006422,506089,M0046,B001,2026-01-27 13:27:46,4458.64,INR,UPI,P2M,SUCCESS,,3.67,D0013342,67.18,11.06,OLD
1006423,506649,M0015,B008,2026-03-18 08:14:16,11668.25,INR,CARD,P2P,FAILED,NETWORK_ERROR,4.29,D0001592,20.03,8.4,OLD
1006424,503130,M0154,B015,2026-04-04 17:34:18,647.9,INR,UPI,P2P,SUCCESS,,4.09,D0010800,25.82,31.82,NEW
1006425,500106,M0395,B015,2026-06-29 23:00:51,6292.59,INR,UPI,P2M,FAILED,TIMEOUT,5.86,D0011482,50.31,34.86,NEW
1006426,508993,M0083,B001,2026-01-07 17:39:35,1808.86,INR,UPI,P2M,SUCCESS,,4.87,D0005692,29.26,61.61,NEW
1006427,503573,M0246,B012,2026-03-16 21:20:48,4304.4,INR,NETBANKING,P2P,SUCCESS,,6.77,D0013571,37.67,37.22,NEW
1006428,509199,M0240,B004,2026-04-23 12:25:45,9224.75,INR,UPI,BILLPAY,SUCCESS,,5.77,D0013814,25.74,41.1,OLD
1006429,514365,M0376,B008,2026-06-16 21:40:04,6373.37,INR,UPI,BILLPAY,SUCCESS,,3.76,D0006602,35.14,42.2,NEW
1006430,507427,M0094,B008,2026-06-16 08:04:27,972.53,INR,NETBANKING,P2M,SUCCESS,,6.36,D0014773,19.5,53.79,NEW
1006431,512625,M0458,B010,2026-05-06 11:45:04,10692.97,INR,UPI,P2M,SUCCESS,,3.39,D0009136,32.67,8.3,OLD
1006432,509283,M0278,B012,2026-03-26 07:29:11,19299.38,INR,UPI,BILLPAY,SUCCESS,,5.08,D0007131,37.43,37.85,NEW
1006433,500406,M0346,B003,2026-08-23 06:17:18,850.88,INR,UPI,P2M,SUCCESS,,7.22,D0006741,53.5,35.89,OLD
1006434,512221,M0152,B015,2026-06-04 17:57:56,3312.9,INR,UPI,P2M,SUCCESS,,5.82,D0007654,36.77,30.52,OLD
1006435,501907,M0416,B018,2026-01-15 05:03:50,2512.0,INR,UPI,P2M,SUCCESS,,5.92,D0007709,52.11,26.46,NEW
1006436,501910,M0188,B004,2026-07-04 21:20:18,4724.32,INR,UPI,P2P,FAILED,AUTHENTICATION_FAILED,6.85,D0009029,17.79,55.5,NEW
1006437,505065,M0298,B007,2026-07-29 23:40:43,806.06,INR,CARD,P2M,SUCCESS,,5.14,D0007157,19.57,38.09,NEW
1006438,506467,M0378,B013,2026-03-07 05:19:53,1920.83,INR,UPI,P2M,SUCCESS,,4.78,D0014625,35.59,17.5,NEW
1006439,504399,M0144,B020,2026-06-09 04:38:33,2235.34,INR,CARD,P2M,SUCCESS,,4.42,D0011323,38.15,50.07,OLD
1006440,514687,M0190,B018,2026-02-01 14:44:16,1720.61,INR,UPI,P2M,SUCCESS,,5.94,D0014896,0.0,34.26,NEW
1006441,509169,M0215,B003,2026-07-31 07:19:28,7584.39,INR,UPI,BILLPAY,SUCCESS,,6.34,D0012813,34.32,74.22,OLD
1006442,507093,M0317,B011,2026-06-23 20:51:10,890.72,INR,UPI,P2P,SUCCESS,,5.98,D0008961,28.94,42.76,OLD
1006443,501835,M0296,B020,2026-01-10 19:50:28,3976.24,INR,UPI,P2P,SUCCESS,,3.42,D0012495,37.06,4.87,OLD
1006444,504522,M0103,B006,2026-05-15 21:29:58,291.69,INR,CARD,P2M,SUCCESS,,6.16,D0001183,34.2,35.75,NEW
1006445,500377,M0478,B017,2026-07-14 13:14:10,1529.81,INR,CARD,P2M,SUCCESS,,6.19,D0011088,12.93,28.31,OLD
1006446,504708,M0405,B003,2026-03-11 12:17:01,3379.46,INR,UPI,BILLPAY,SUCCESS,,7.17,D0005267,45.91,39.92,OLD
1006447,500765,M0002,B012,2026-02-14 12:38:18,7063.09,INR,NETBANKING,P2M,SUCCESS,,6.09,D0002065,23.37,32.71,OLD
1006448,508479,M0125,B001,2026-05-30 16:50:11,1008.82,INR,CARD,P2M,SUCCESS,,5.6,D0003385,11.27,53.99,NEW
1006449,505338,M0237,B010,2026-03-18 22:57:04,2280.44,INR,WALLET,P2M,SUCCESS,,5.24,D0003130,32.74,62.26,NEW
1006450,507198,M0078,B003,2026-03-24 17:04:09,143.14,INR,UPI,P2M,SUCCESS,,4.3,D0004897,62.82,30.07,OLD
1006451,511490,M0446,B016,2026-05-30 13:51:10,763.37,INR,UPI,P2M,SUCCESS,,6.62,D0012923,0.0,53.1,OLD
1006452,506396,M0160,B007,2026-07-23 07:45:11,686.33,INR,UPI,P2M,SUCCESS,,4.28,D0005602,34.34,26.99,NEW
1006453,514711,M0309,B001,2026-07-16 23:40:55,518.74,INR,UPI,P2M,SUCCESS,,3.98,D0014983,0.0,51.69,NEW
1006454,507556,M0160,B018,2026-03-24 14:02:02,2722.37,INR,UPI,P2M,FAILED,TIMEOUT,5.12,D0010875,20.19,19.04,NEW
1006455,508030,M0264,B010,2026-02-11 11:06:10,2364.58,INR,UPI,P2M,SUCCESS,,2.32,D0004719,17.42,24.5,NEW
1006456,505956,M0285,B016,2026-05-30 18:18:05,4549.79,INR,UPI,P2M,SUCCESS,,2.38,D0005553,0.0,26.07,OLD
1006457,510472,M0133,B018,2026-07-19 15:02:55,20801.23,INR,UPI,P2P,SUCCESS,,4.99,D0004213,32.38,53.72,OLD
1006458,510124,M0321,B015,2026-07-30 07:32:14,1978.45,INR,NETBANKING,BILLPAY,SUCCESS,,5.93,D0006084,51.52,25.68,NEW
1006459,506400,M0078,B020,2026-03-19 09:41:20,651.34,INR,UPI,P2M,SUCCESS,,5.41,D0012756,6.38,40.26,OLD
1006460,502936,M0124,B007,2026-08-28 21:55:30,1138.08,INR,NETBANKING,P2P,SUCCESS,,6.97,D0012767,23.93,0.0,NEW
1006461,502623,M0050,B011,2026-01-02 21:21:28,661.2,INR,UPI,P2M,SUCCESS,,3.86,D0001291,3.36,18.49,OLD
1006462,504199,M0284,B018,2026-05-06 22:55:18,1435.03,INR,CARD,P2P,FAILED,NETWORK_ERROR,4.25,D0003053,29.17,25.0,NEW
1006463,509338,M0349,B019,2026-04-22 19:03:01,1511.4,INR,UPI,P2P,SUCCESS,,5.22,D0008124,21.22,51.8,NEW
1006464,511321,M0457,B002,2026-01-11 19:49:34,1056.35,INR,NETBANKING,BILLPAY,SUCCESS,,4.55,D0008464,5.3,47.45,OLD
1006465,503649,M0400,B017,2026-05-10 14:08:14,1219.27,INR,UPI,P2P,SUCCESS,,3.4,D0008783,61.02,2.85,OLD
1006466,508479,M0407,B001,2026-07-11 07:41:12,1517.3,INR,CARD,P2P,SUCCESS,,5.59,D0012905,5.79,44.65,OLD
1006467,508605,M0497,B014,2026-01-26 20:00:55,562.76,INR,UPI,BILLPAY,SUCCESS,,3.85,D0003373,44.92,48.05,NEW
1006468,507105,M0146,B001,2026-01-21 05:19:55,790.09,INR,NETBANKING,P2M,SUCCESS,,6.51,D0002187,21.19,21.91,OLD
1006469,502658,M0140,B008,2026-08-11 02:54:06,3800.43,INR,UPI,P2P,SUCCESS,,2.94,D0002670,28.1,19.57,NEW
1006470,514927,M0431,B019,2026-07-16 07:35:18,1980.64,INR,UPI,P2M,SUCCESS,,6.23,D0001969,76.86,34.39,NEW
1006471,504226,M0054,B001,2026-03-12 16:08:29,5208.84,INR,NETBANKING,P2M,SUCCESS,,5.38,D0012249,10.86,40.55,OLD
1006472,506537,M0011,B007,2026-02-23 07:16:20,281.03,INR,CARD,P2P,SUCCESS,,6.45,D0012611,20.06,28.6,OLD
1006473,505698,M0255,B008,2026-01-13 01:40:53,24935.93,INR,WALLET,P2M,SUCCESS,,4.89,D0006639,42.53,1.06,NEW
1006474,513634,M0500,B019,2026-02-26 11:35:15,7734.87,INR,UPI,P2P,SUCCESS,,5.03,D0003792,0.0,63.96,NEW
1006475,511905,M0129,B002,2026-08-03 12:40:22,5266.32,INR,UPI,BILLPAY,SUCCESS,,3.57,D0013989,20.73,63.48,NEW
1006476,505921,M0238,B020,2026-06-05 16:02:11,2401.55,INR,UPI,P2M,FAILED,NETWORK_ERROR,4.73,D0013437,71.63,8.55,NEW
1006477,512586,M0099,B009,2026-07-07 01:19:50,3265.02,INR,UPI,P2M,SUCCESS,,6.24,D0011099,43.87,38.24,OLD
1006478,514123,M0325,B007,2026-06-17 23:57:04,1183.72,INR,UPI,BILLPAY,SUCCESS,,5.77,D0011465,2.92,62.45,OLD
1006479,513170,M0190,B005,2026-06-10 11:46:44,2557.26,INR,CARD,P2M,SUCCESS,,3.61,D0001442,0.0,29.54,NEW
1006480,500049,M0320,B018,2026-06-23 03:44:37,1940.68,INR,CARD,P2P,SUCCESS,,6.37,D0014694,14.41,18.88,NEW
1006481,505057,M0163,B009,2026-04-07 04:55:33,687.17,INR,UPI,BILLPAY,SUCCESS,,4.34,D0005561,35.81,37.89,NEW
1006482,514942,M0117,B010,2026-05-09 14:28:36,461.73,INR,NETBANKING,P2P,FAILED,NETWORK_ERROR,6.96,D0004547,33.02,17.24,NEW
1006483,507644,M0225,B015,2026-01-27 04:11:41,3362.61,INR,UPI,P2P,SUCCESS,,6.31,D0009935,10.96,37.43,OLD
1006484,501556,M0355,B014,2026-08-25 03:02:48,2160.16,INR,NETBANKING,P2M,SUCCESS,,6.69,D0004305,34.45,62.23,OLD
1006485,509264,M0009,B011,2026-05-02 23:20:08,597.13,INR,UPI,P2M,FAILED,INSUFFICIENT_FUNDS,5.01,D0012997,35.4,31.49,OLD
1006486,514691,M0248,B014,2026-01-02 00:08:39,2607.07,INR,CARD,P2P,SUCCESS,,5.09,D0002613,0.0,45.63,OLD
1006487,504116,M0230,B014,2026-04-16 16:02:21,2854.34,INR,NETBANKING,BILLPAY,SUCCESS,,6.41,D0007923,52.09,38.9,OLD
1006488,507448,M0385,B018,2026-08-03 06:10:25,1127.18,INR,CARD,P2M,SUCCESS,,6.71,D0003822,23.62,23.81,OLD
1006489,500162,M0320,B015,2026-06-13 03:04:58,4583.64,INR,CARD,P2M,SUCCESS,,5.18,D0009837,32.53,0.81,OLD
1006490,514715,M0111,B014,2026-06-07 14:15:38,748.93,INR,CARD,P2M,SUCCESS,,6.29,D0001173,1.85,41.16,OLD
1006491,513465,M0094,B001,2026-03-19 12:29:08,3855.83,INR,CARD,P2M,SUCCESS,,4.42,D0013652,35.16,41.94,OLD
1006492,500505,M0215,B008,2026-04-09 20:21:51,1431.78,INR,NETBANKING,P2M,SUCCESS,,5.65,D0008589,12.6,29.18,OLD
1006493,505415,M0104,B002,2026-04-15 23:40:43,3211.58,INR,UPI,P2M,SUCCESS,,5.76,D0008385,44.96,42.53,OLD
1006494,508995,M0472,B017,2026-04-29 05:09:14,4156.66,INR,UPI,P2P,FAILED,AUTHENTICATION_FAILED,4.61,D0013154,29.06,36.27,NEW
1006495,501343,M0275,B008,2026-03-26 06:24:56,486.35,INR,WALLET,P2P,SUCCESS,,6.55,D0000847,27.38,45.64,NEW
1006496,501301,M0233,B008,2026-01-05 13:01:14,2085.93,INR,UPI,P2M,SUCCESS,,4.34,D0005223,48.84,52.63,NEW
1006497,511054,M0038,B004,2026-05-19 09:42:13,3955.8,INR,UPI,P2M,SUCCESS,,3.75,D0005284,15.41,51.11,OLD
1006498,513514,M0070,B002,2026-06-07 14:18:24,2087.88,INR,UPI,BILLPAY,SUCCESS,,5.43,D0000306,29.02,42.06,NEW
1006499,514911,M0382,B007,2026-07-18 02:08:00,8040.06,INR,UPI,P2M,SUCCESS,,4.89,D0014935,32.6,19.52,OLD
1006500,501108,M0074,B018,2026-03-16 14:08:26,7414.81,INR,UPI,P2P,SUCCESS,,5.01,D0003517,23.49,44.04,OLD
1006501,509739,M0258,B001,2026-05-19 01:24:09,2668.16,INR,UPI,BILLPAY,SUCCESS,,4.88,D0000846,62.76,5.91,OLD
1006502,503872,M0027,B020,2026-06-24 00:47:18,323.94,INR,CARD,BILLPAY,SUCCESS,,5.8,D0011064,59.57,58.94,NEW
1006503,508416,M0250,B003,2026-07-06 21:39:04,955.13,INR,UPI,P2P,SUCCESS,,5.3,D0005206,14.57,2.68,NEW
1006504,504172,M0222,B002,2026-06-10 12:09:26,1261.12,INR,NETBANKING,P2M,SUCCESS,,6.34,D0002714,2.52,0.0,NEW
1006505,506647,M0048,B014,2026-02-11 01:55:59,7390.18,INR,UPI,BILLPAY,SUCCESS,,4.08,D0000995,20.78,18.9,NEW
1006506,502467,M0158,B012,2026-04-05 09:58:07,431.82,INR,CARD,P2M,SUCCESS,,5.09,D0000982,57.63,54.57,NEW
1006507,503851,M0117,B001,2026-04-25 02:10:25,1978.7,INR,CARD,BILLPAY,SUCCESS,,6.65,D0008506,25.4,53.19,NEW
1006508,501590,M0482,B015,2026-04-17 10:25:18,2041.86,INR,UPI,P2M,SUCCESS,,6.91,D0008195,37.58,63.59,NEW
1006509,512854,M0060,B019,2026-06-18 03:19:46,5579.74,INR,UPI,P2P,SUCCESS,,7.22,D0014332,45.71,60.31,NEW
1006510,506022,M0332,B013,2026-07-30 05:19:16,1208.0,INR,CARD,BILLPAY,SUCCESS,,5.58,D0003592,31.71,34.74,NEW
1006511,508795,M0313,B007,2026-05-11 07:28:20,2866.58,INR,NETBANKING,BILLPAY,SUCCESS,,4.61,D0004844,36.57,5.09,OLD
1006512,513784,M0134,B016,2026-02-07 08:33:56,9009.92,INR,NETBANKING,P2M,SUCCESS,,6.14,D0000446,20.72,44.51,NEW
1006513,501123,M0141,B019,2026-01-10 01:41:22,8800.77,INR,UPI,BILLPAY,SUCCESS,,3.42,D0014100,25.86,22.1,OLD
1006514,506395,M0396,B004,2026-05-13 15:46:00,229.81,INR,UPI,P2P,SUCCESS,,5.29,D0000967,36.56,35.88,NEW
1006515,505726,M0310,B016,2026-06-16 05:50:36,1457.24,INR,UPI,P2M,SUCCESS,,7.06,D0011645,11.45,48.98,OLD
1006516,511122,M0244,B016,2026-03-27 20:25:46,935.26,INR,UPI,P2P,SUCCESS,,3.43,D0009114,0.0,27.8,OLD
1006517,507210,M0290,B011,2026-06-28 23:37:04,826.07,INR,UPI,P2M,FAILED,INSUFFICIENT_FUNDS,4.97,D0012769,70.0,23.67,NEW
1006518,504143,M0414,B005,2026-04-29 05:21:33,555.88,INR,UPI,P2M,SUCCESS,,5.25,D0003006,0.0,58.32,NEW
1006519,514713,M0108,B003,2026-02-15 17:32:54,6564.07,INR,UPI,P2P,SUCCESS,,4.51,D0009734,55.05,16.37,NEW
1006520,505473,M0283,B001,2026-03-14 16:33:33,1888.34,INR,CARD,P2P,SUCCESS,,6.07,D0010877,44.37,5.45,OLD
1006521,508214,M0392,B017,2026-01-09 13:51:58,591.13,INR,UPI,P2M,SUCCESS,,6.09,D0001595,40.2,37.14,NEW
1006522,501150,M0379,B010,2026-01-13 19:57:10,1120.72,INR,UPI,BILLPAY,FAILED,NETWORK_ERROR,4.8,D0002102,28.77,41.28,OLD
1006523,512543,M0285,B019,2026-04-26 08:42:18,1024.91,INR,CARD,P2P,SUCCESS,,6.23,D0008757,0.0,53.74,NEW
1006524,512592,M0050,B015,2026-07-08 21:27:53,2439.17,INR,CARD,P2P,SUCCESS,,6.79,D0006630,66.44,39.91,NEW
1006525,506736,M0402,B003,2026-05-15 02:25:08,1628.43,INR,UPI,P2M,FAILED,LIMIT_EXCEEDED,4.38,D0000940,11.31,26.95,NEW
1006526,505891,M0028,B016,2026-03-09 06:39:44,1782.3,INR,CARD,BILLPAY,SUCCESS,,6.86,D0005052,13.8,15.88,NEW
1006527,509134,M0292,B011,2026-06-23 06:04:04,18281.54,INR,WALLET,BILLPAY,SUCCESS,,4.96,D0008918,17.36,56.32,OLD
1006528,507804,M0466,B007,2026-08-19 17:13:27,10258.73,INR,CARD,P2M,SUCCESS,,4.82,D0009662,46.43,31.48,OLD
1006529,504926,M0075,B017,2026-02-09 02:05:20,6181.92,INR,UPI,P2M,SUCCESS,,3.79,D0002973,40.45,44.12,OLD
1006530,502323,M0419,B009,2026-05-15 03:19:13,176.31,INR,CARD,P2M,SUCCESS,,5.24,D0013621,52.83,30.29,OLD
1006531,508180,M0369,B007,2026-07-02 22:37:26,431.76,INR,NETBANKING,P2P,SUCCESS,,6.07,D0004284,45.03,24.49,NEW
1006532,508814,M0392,B007,2026-07-06 17:15:02,1870.05,INR,UPI,P2P,SUCCESS,,4.05,D0014976,15.11,25.92,NEW
1006533,503978,M0339,B012,2026-07-25 22:49:44,1736.12,INR,CARD,BILLPAY,SUCCESS,,5.72,D0003630,27.81,34.32,OLD
1006534,501436,M0005,B006,2026-04-19 19:46:00,1230.75,INR,NETBANKING,P2M,SUCCESS,,7.0,D0011986,18.61,27.87,OLD
1006535,513573,M0095,B017,2026-05-17 12:23:07,3373.79,INR,CARD,P2M,SUCCESS,,7.77,D0007162,25.31,37.99,NEW
1006536,507348,M0072,B005,2026-08-03 20:53:39,6559.76,INR,CARD,P2M,SUCCESS,,3.71,D0005920,55.42,24.55,NEW
1006537,505748,M0044,B002,2026-02-09 11:39:10,17571.65,INR,UPI,P2P,SUCCESS,,4.95,D0010816,14.3,13.98,NEW
1006538,513451,M0187,B013,2026-05-21 04:38:10,1255.56,INR,CARD,P2M,SUCCESS,,6.24,D0013405,5.37,25.58,OLD
1006539,505039,M0383,B009,2026-03-19 22:25:04,9133.11,INR,CARD,P2P,SUCCESS,,6.95,D0012368,5.41,24.27,NEW
1006540,514183,M0230,B010,2026-06-15 19:54:13,2626.55,INR,UPI,P2P,SUCCESS,,5.78,D0004403,48.86,45.45,OLD
1006541,507103,M0314,B012,2026-02-26 17:45:37,442.12,INR,UPI,P2P,SUCCESS,,5.7,D0003642,26.07,35.28,NEW
1006542,513943,M0219,B007,2026-04-07 14:09:28,2366.15,INR,CARD,P2M,SUCCESS,,5.39,D0009111,59.01,32.38,OLD
1006543,503674,M0209,B002,2026-08-15 18:12:43,5658.3,INR,UPI,P2M,SUCCESS,,7.2,D0007424,23.17,49.49,NEW
1006544,513761,M0247,B006,2026-02-14 13:20:35,1535.58,INR,CARD,P2P,SUCCESS,,5.69,D0009823,24.66,60.99,NEW
1006545,501640,M0239,B008,2026-06-01 16:44:41,1630.6,INR,UPI,P2P,FAILED,INSUFFICIENT_FUNDS,4.43,D0008004,0.0,27.23,OLD
1006546,508789,M0215,B011,2026-06-29 01:51:15,3440.93,INR,CARD,P2M,SUCCESS,,5.2,D0013663,47.59,2.14,NEW
1006547,503357,M0351,B011,2026-01-07 16:03:35,1250.97,INR,CARD,P2M,SUCCESS,,4.24,D0000361,10.69,41.96,NEW
1006548,503735,M0075,B015,2026-07-29 00:32:39,1528.42,INR,UPI,P2P,FAILED,INSUFFICIENT_FUNDS,1.7,D0007809,19.63,0.0,OLD
1006549,503132,M0255,B001,2026-01-02 08:01:31,176.6,INR,UPI,P2P,SUCCESS,,4.64,D0005843,14.19,66.7,NEW
1006550,511943,M0253,B002,2026-05-12 23:53:07,2605.23,INR,UPI,P2M,SUCCESS,,1.26,D0010996,29.52,26.09,NEW
1006551,509497,M0140,B013,2026-04-01 03:01:23,1444.15,INR,UPI,P2P,SUCCESS,,4.4,D0006308,31.84,42.56,OLD
1006552,500990,M0183,B001,2026-04-11 08:27:07,2806.29,INR,UPI,P2M,SUCCESS,,2.96,D0003663,18.98,53.41,NEW
1006553,514077,M0413,B015,2026-01-09 19:14:45,2007.07,INR,NETBANKING,P2M,SUCCESS,,5.83,D0001568,20.34,46.89,OLD
