experiment_id,customer_id,experiment_group,assignment_date,eligible_flag
PAY_CONFIRM_V2,101412,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,102048,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,101734,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,101833,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,101164,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,105148,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,103302,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,109391,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,107152,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,107979,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,102937,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,107804,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,103558,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,102914,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,102690,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,106176,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,105501,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,106672,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,109032,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,105765,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,104851,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,101965,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,102273,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,102247,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,105115,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,101798,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,103134,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,105122,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,101120,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,102738,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,109482,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,102512,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,109577,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,103402,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,109918,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,104409,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,102773,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,103230,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,103202,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,103713,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,104860,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,108738,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,106303,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,108827,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,109966,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,106649,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,104812,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,100998,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,104960,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,101084,TREATMENT,2026-03-17,Y
PAY_CONFIRM_V2,100873,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,105039,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,102624,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,106911,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,100105,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,105992,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,100479,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,101993,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,102976,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,100648,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,108810,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,103664,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,101033,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,101951,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,107575,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,106205,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,109332,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,103453,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,105707,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,109778,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,106476,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,103099,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,106690,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,107536,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,103339,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,109921,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,109933,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,109711,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,105813,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,102872,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,101218,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,106837,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,101658,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,108390,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,101436,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,108317,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,100617,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,104556,CONTROL,2026-03-03,Y
PAY_CONFIRM_V2,100396,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,103135,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,105167,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,107655,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,106839,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,104855,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,107800,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,106578,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,106109,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,104931,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,107485,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,100852,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,105393,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,109585,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,101316,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,100386,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,105829,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,102019,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,109522,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,101391,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,102652,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,101236,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,104777,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,100969,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,101882,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,103944,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,101331,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,106025,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,107297,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,106713,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,108310,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,102269,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,104523,TREATMENT,2026-03-17,Y
PAY_CONFIRM_V2,106718,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,105830,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,101881,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,104548,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,100847,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,106545,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,100885,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,107017,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,106556,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,104947,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,104785,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,100060,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,108117,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,105648,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,106930,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,109576,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,109667,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,109709,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,103914,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,102316,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,106542,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,102029,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,102296,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,109612,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,100162,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,105137,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,102282,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,100125,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,109588,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,104653,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,105872,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,103509,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,107908,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,105406,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,108047,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,105089,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,106924,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,107410,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,103844,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,103837,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,102193,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,106721,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,102636,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,104154,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,105884,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,100452,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,102723,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,100947,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,106336,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,107584,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,107210,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,106607,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,109129,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,108309,TREATMENT,2026-03-17,Y
PAY_CONFIRM_V2,102096,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,103888,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,108986,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,106630,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,104856,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,105202,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,109622,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,102771,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,100957,TREATMENT,2026-03-30,Y
PAY_CONFIRM_V2,100259,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,100216,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,108067,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,106984,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,105257,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,100007,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,103132,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,108031,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,102946,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,107639,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,108046,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,103507,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,101540,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,104408,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,106468,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,103834,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,107642,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,108113,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,100825,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,108732,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,103607,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,103331,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,102125,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,108052,CONTROL,2026-03-16,Y
PAY_CONFIRM_V2,101789,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,109701,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,102501,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,102003,TREATMENT,2026-03-17,Y
PAY_CONFIRM_V2,107164,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,101376,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,104307,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,101845,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,102327,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,108429,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,104191,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,107674,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,103462,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,101692,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,104922,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,103369,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,107767,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,106683,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,109733,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,106919,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,103107,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,102973,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,107428,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,109776,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,102090,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,101988,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,108863,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,108873,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,105136,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,103321,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,104562,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,108042,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,101166,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,101511,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,101534,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,104369,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,106942,CONTROL,2026-03-19,Y
PAY_CONFIRM_V2,100453,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,108691,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,109453,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,104915,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,106212,CONTROL,2026-03-03,Y
PAY_CONFIRM_V2,109611,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,107595,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,106225,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,105633,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,107885,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,100665,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,107324,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,106339,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,106285,CONTROL,2026-03-03,Y
PAY_CONFIRM_V2,105271,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,101660,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,107096,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,101072,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,103983,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,101406,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,100628,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,103121,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,106530,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,102616,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,101626,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,109145,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,100518,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,108415,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,103051,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,105826,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,104041,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,108783,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,109078,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,104472,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,103372,CONTROL,2026-03-27,Y
PAY_CONFIRM_V2,108555,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,102587,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,100816,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,108502,CONTROL,2026-03-03,Y
PAY_CONFIRM_V2,101919,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,104564,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,105126,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,102733,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,107526,TREATMENT,2026-03-17,Y
PAY_CONFIRM_V2,109586,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,107527,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,104020,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,104753,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,109059,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,102026,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,108658,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,100819,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,100905,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,101690,TREATMENT,2026-03-28,Y
PAY_CONFIRM_V2,109046,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,102882,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,102893,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,100088,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,102445,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,103004,CONTROL,2026-03-08,Y
PAY_CONFIRM_V2,100973,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,105917,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,108011,TREATMENT,2026-03-13,Y
PAY_CONFIRM_V2,106400,CONTROL,2026-03-13,Y
PAY_CONFIRM_V2,104180,TREATMENT,2026-03-12,Y
PAY_CONFIRM_V2,103865,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,109320,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,105220,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,108091,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,102129,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,100638,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,108254,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,100936,CONTROL,2026-03-07,Y
PAY_CONFIRM_V2,104262,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,101220,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,100906,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,106260,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,103485,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,103547,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,104486,TREATMENT,2026-03-06,Y
PAY_CONFIRM_V2,102657,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,104258,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,103170,TREATMENT,2026-03-07,Y
PAY_CONFIRM_V2,103735,CONTROL,2026-03-11,Y
PAY_CONFIRM_V2,100291,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,100176,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,101116,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,106939,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,109399,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,108639,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,105732,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,100737,TREATMENT,2026-03-23,Y
PAY_CONFIRM_V2,101608,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,106798,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,101691,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,106396,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,102713,TREATMENT,2026-03-14,Y
PAY_CONFIRM_V2,105403,TREATMENT,2026-03-29,Y
PAY_CONFIRM_V2,103644,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,103743,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,101461,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,100612,TREATMENT,2026-03-15,Y
PAY_CONFIRM_V2,108508,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,101185,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,108058,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,103889,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,104961,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,103127,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,109139,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,106059,TREATMENT,2026-03-10,Y
PAY_CONFIRM_V2,101939,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,109101,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,108902,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,100113,CONTROL,2026-03-22,Y
PAY_CONFIRM_V2,103605,TREATMENT,2026-03-11,Y
PAY_CONFIRM_V2,104907,CONTROL,2026-03-01,Y
PAY_CONFIRM_V2,100670,CONTROL,2026-03-02,Y
PAY_CONFIRM_V2,109763,CONTROL,2026-03-10,Y
PAY_CONFIRM_V2,101382,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,104554,CONTROL,2026-03-18,Y
PAY_CONFIRM_V2,102967,TREATMENT,2026-03-26,Y
PAY_CONFIRM_V2,106001,TREATMENT,2026-03-09,Y
PAY_CONFIRM_V2,100484,CONTROL,2026-03-05,Y
PAY_CONFIRM_V2,109832,CONTROL,2026-03-24,Y
PAY_CONFIRM_V2,107720,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,105504,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,106609,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,104224,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,106478,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,105448,TREATMENT,2026-03-21,Y
PAY_CONFIRM_V2,105460,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,102984,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,104443,TREATMENT,2026-03-04,Y
PAY_CONFIRM_V2,106426,TREATMENT,2026-03-02,Y
PAY_CONFIRM_V2,103730,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,100997,TREATMENT,2026-03-25,Y
PAY_CONFIRM_V2,102523,TREATMENT,2026-03-05,Y
PAY_CONFIRM_V2,102750,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,108608,CONTROL,2026-03-12,Y
PAY_CONFIRM_V2,108981,CONTROL,2026-03-04,Y
PAY_CONFIRM_V2,107364,CONTROL,2026-03-30,Y
PAY_CONFIRM_V2,107272,CONTROL,2026-03-25,Y
PAY_CONFIRM_V2,108924,CONTROL,2026-03-28,Y
PAY_CONFIRM_V2,103240,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,109856,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,103411,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,103455,CONTROL,2026-03-20,Y
PAY_CONFIRM_V2,101572,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,109873,CONTROL,2026-03-17,Y
PAY_CONFIRM_V2,101585,CONTROL,2026-03-29,Y
PAY_CONFIRM_V2,105967,TREATMENT,2026-03-19,Y
PAY_CONFIRM_V2,107966,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,100436,TREATMENT,2026-03-08,Y
PAY_CONFIRM_V2,105886,CONTROL,2026-03-23,Y
PAY_CONFIRM_V2,102275,CONTROL,2026-03-06,Y
PAY_CONFIRM_V2,104509,CONTROL,2026-03-15,Y
PAY_CONFIRM_V2,109745,TREATMENT,2026-03-22,Y
PAY_CONFIRM_V2,106849,TREATMENT,2026-03-20,Y
PAY_CONFIRM_V2,103346,CONTROL,2026-03-21,Y
PAY_CONFIRM_V2,107191,CONTROL,2026-03-09,Y
PAY_CONFIRM_V2,107036,TREATMENT,2026-03-24,Y
PAY_CONFIRM_V2,107895,TREATMENT,2026-03-16,Y
PAY_CONFIRM_V2,109303,TREATMENT,2026-03-01,Y
PAY_CONFIRM_V2,103651,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,100778,CONTROL,2026-03-14,Y
PAY_CONFIRM_V2,105161,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,106259,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,101619,CONTROL,2026-03-26,Y
PAY_CONFIRM_V2,105093,TREATMENT,2026-03-27,Y
PAY_CONFIRM_V2,106548,TREATMENT,2026-03-03,Y
PAY_CONFIRM_V2,108202,TREATMENT,2026-03-18,Y
PAY_CONFIRM_V2,100966,TREATMENT,2026-03-27,Y
